0, 0
1, 1
2, 0
3, 0
4, 0
5, 5
6, 6
7, 7
8, 0
9, 18
10, 0
11, 22
12, 0
13, 0
14, 0
15, 0
16, 16
17, 17
18, 0
19, 0
20, 0
21, 21
22, 0
23, 0
24, 24
25, 0
26, 26
27, 27
28, 0
29, 0
30, 30
31, 31
32, 0
33, 0
34, 34
35, 0
36, 36
37, 0
38, 0
39, 0
40, 40
41, 0
42, 0
43, 86
44, 88
45, 0
46, 0
47, 141
48, 48
49, 49
50, 50
51, 102
52, 52
53, 53
54, 54
55, 55
56, 56
57, 57
58, 116
59, 59
60, 0
61, 0
62, 0
63, 0
64, 192
65, 65
66, 132
67, 134
68, 136
69, 138
70, 140
71, 71
72, 144
73, 146
74, 148
75, 75
76, 76
77, 77
78, 156
79, 158
80, 80
81, 243
82, 164
83, 83
84, 84
85, 170
86, 86
87, 87
88, 88
89, 89
90, 180
91, 0
92, 92
93, 93
94, 0
95, 0
96, 0
97, 291
98, 196
99, 99
100, 100
101, 101
102, 102
103, 206
104, 104
105, 105
106, 106
107, 107
108, 324
109, 109
110, 220
111, 222
112, 112
113, 226
114, 228
115, 115
116, 116
117, 234
118, 118
119, 238
120, 120
121, 121
122, 122
123, 246
124, 124
125, 250
126, 0
127, 127
128, 0
129, 129
130, 0
131, 0
132, 0
133, 0
134, 134
135, 0
136, 136
137, 0
138, 0
139, 0
140, 280
141, 0
142, 0
143, 0
144, 0
145, 290
146, 0
147, 147
148, 148
149, 149
150, 150
151, 0
152, 0
153, 0
154, 154
155, 0
156, 0
157, 0
158, 0
159, 159
160, 0
161, 0
162, 0
163, 163
164, 328
165, 0
166, 0
167, 167
168, 0
169, 0
170, 0
171, 342
172, 0
173, 0
174, 0
175, 175
176, 0
177, 354
178, 178
179, 179
180, 0
181, 0
182, 0
183, 183
184, 184
185, 0
186, 0
187, 187
188, 188
189, 0
190, 0
191, 191
192, 0
193, 0
194, 194
195, 195
196, 0
197, 197
198, 396
199, 199
200, 0
201, 0
202, 0
203, 406
204, 204
205, 0
206, 0
207, 0
208, 208
209, 0
210, 210
211, 422
212, 0
213, 0
214, 0
215, 215
216, 0
217, 0
218, 0
219, 438
220, 220
221, 0
222, 222
223, 0
224, 0
225, 225
226, 0
227, 0
228, 0
229, 0
230, 230
231, 0
232, 0
233, 233
234, 0
235, 0
236, 236
237, 237
238, 238
239, 0
240, 0
241, 482
242, 0
243, 243
244, 0
245, 245
246, 246
247, 0
248, 0
249, 0
250, 0
251, 251
252, 0
253, 253
254, 0
255, 0
256, 256
257, 257
258, 0
259, 0
260, 0
261, 0
262, 0
263, 0
264, 264
265, 0
266, 0
267, 534
268, 268
269, 0
270, 0
271, 0
272, 272
273, 0
274, 0
275, 550
276, 276
277, 0
278, 0
279, 279
280, 280
281, 0
282, 282
283, 0
284, 0
285, 0
286, 0
287, 287
288, 0
289, 289
290, 290
291, 0
292, 292
293, 293
294, 294
295, 0
296, 0
297, 0
298, 0
299, 0
300, 0
301, 0
302, 0
303, 0
304, 0
305, 0
306, 0
307, 0
308, 308
309, 0
310, 0
311, 311
312, 0
313, 313
314, 0
315, 315
316, 0
317, 0
318, 0
319, 0
320, 320
321, 321
322, 0
323, 323
324, 324
325, 0
326, 326
327, 0
328, 0
329, 0
330, 330
331, 662
332, 0
333, 333
334, 334
335, 0
336, 0
337, 0
338, 338
339, 339
340, 0
341, 341
342, 0
343, 0
344, 0
345, 0
346, 346
347, 0
348, 348
349, 0
350, 350
351, 351
352, 352
353, 0
354, 354
355, 355
356, 0
357, 714
358, 358
359, 0
360, 0
361, 0
362, 362
363, 0
364, 0
365, 0
366, 1098
367, 0
368, 0
369, 369
370, 370
371, 0
372, 744
373, 373
374, 374
375, 0
376, 0
377, 0
378, 378
379, 379
380, 0
381, 381
382, 0
383, 0
384, 384
385, 385
386, 386
387, 0
388, 388
389, 389
390, 390
391, 391
392, 392
393, 0
394, 0
395, 395
396, 0
397, 397
398, 398
399, 0
400, 400
401, 802
402, 0
403, 0
404, 404
405, 405
406, 406
407, 407
408, 1224
409, 0
410, 0
411, 0
412, 412
413, 413
414, 414
415, 415
416, 0
417, 0
418, 0
419, 0
420, 420
421, 1263
422, 0
423, 0
424, 424
425, 0
426, 0
427, 427
428, 0
429, 0
430, 430
431, 0
432, 0
433, 866
434, 0
435, 870
436, 0
437, 0
438, 0
439, 0
440, 0
441, 0
442, 0
443, 0
444, 0
445, 445
446, 446
447, 1341
448, 448
449, 898
450, 450
451, 902
452, 0
453, 0
454, 0
455, 0
456, 456
457, 457
458, 0
459, 459
460, 460
461, 0
462, 462
463, 463
464, 0
465, 930
466, 0
467, 467
468, 0
469, 469
470, 470
471, 471
472, 0
473, 0
474, 0
475, 0
476, 0
477, 477
478, 478
479, 479
480, 0
481, 481
482, 482
483, 483
484, 968
485, 485
486, 0
487, 1948
488, 0
489, 489
490, 490
491, 0
492, 0
493, 493
494, 494
495, 495
496, 496
497, 0
498, 0
499, 499
500, 500
501, 0
502, 0
503, 503
504, 504
505, 0
506, 1012
507, 0
508, 0
509, 0
510, 0
511, 0
512, 512
513, 0
514, 0
515, 515
516, 1032
517, 0
518, 0
519, 0
520, 0
521, 0
522, 1566
523, 523
524, 0
525, 525
526, 0
527, 0
528, 528
529, 529
530, 0
531, 0
532, 532
533, 1066
534, 0
535, 0
536, 536
537, 537
538, 538
539, 0
540, 540
541, 0
542, 1084
543, 543
544, 0
545, 0
546, 1092
547, 0
548, 1096
549, 0
550, 0
551, 551
552, 0
553, 0
554, 554
555, 555
556, 556
557, 1114
558, 0
559, 1118
560, 0
561, 561
562, 0
563, 0
564, 0
565, 565
566, 0
567, 0
568, 1136
569, 569
570, 0
571, 571
572, 0
573, 0
574, 574
575, 0
576, 576
577, 1731
578, 0
579, 579
580, 0
581, 581
582, 0
583, 0
584, 584
585, 0
586, 586
587, 587
588, 0
589, 0
590, 0
591, 591
592, 592
593, 593
594, 0
595, 595
596, 0
597, 0
598, 0
599, 0
600, 0
601, 0
602, 0
603, 1206
604, 0
605, 0
606, 0
607, 0
608, 0
609, 609
610, 0
611, 0
612, 0
613, 1226
614, 0
615, 615
616, 0
617, 0
618, 0
619, 1238
620, 0
621, 0
622, 0
623, 0
624, 0
625, 0
626, 626
627, 0
628, 628
629, 0
630, 0
631, 0
632, 0
633, 0
634, 0
635, 0
636, 636
637, 637
638, 0
639, 639
640, 0
641, 0
642, 642
643, 643
644, 0
645, 0
646, 0
647, 0
648, 648
649, 0
650, 0
651, 651
652, 0
653, 1306
654, 654
655, 0
656, 656
657, 0
658, 0
659, 0
660, 0
661, 0
662, 662
663, 0
664, 0
665, 0
666, 666
667, 0
668, 0
669, 669
670, 0
671, 0
672, 672
673, 673
674, 0
675, 0
676, 0
677, 0
678, 0
679, 679
680, 1360
681, 0
682, 0
683, 1366
684, 0
685, 0
686, 686
687, 0
688, 688
689, 0
690, 0
691, 0
692, 692
693, 0
694, 1388
695, 695
696, 696
697, 1394
698, 0
699, 699
700, 0
701, 701
702, 702
703, 0
704, 704
705, 0
706, 0
707, 707
708, 0
709, 0
710, 710
711, 2133
712, 0
713, 0
714, 714
715, 715
716, 0
717, 0
718, 2154
719, 0
720, 0
721, 0
722, 722
723, 723
724, 0
725, 725
726, 0
727, 0
728, 0
729, 0
730, 0
731, 0
732, 0
733, 733
734, 0
735, 0
736, 0
737, 0
738, 738
739, 739
740, 740
741, 0
742, 1484
743, 743
744, 0
745, 0
746, 746
747, 0
748, 0
749, 0
750, 1500
751, 0
752, 752
753, 1506
754, 0
755, 0
756, 756
757, 0
758, 758
759, 759
760, 0
761, 2283
762, 0
763, 0
764, 0
765, 765
766, 766
767, 0
768, 0
769, 0
770, 770
771, 0
772, 2316
773, 0
774, 0
775, 775
776, 0
777, 0
778, 0
779, 0
780, 0
781, 781
782, 0
783, 0
784, 784
785, 785
786, 1572
787, 0
788, 788
789, 789
790, 0
791, 0
792, 0
793, 0
794, 0
795, 795
796, 0
797, 797
798, 798
799, 0
800, 800
801, 801
802, 0
803, 2409
804, 0
805, 0
806, 0
807, 0
808, 808
809, 0
810, 0
811, 811
812, 812
813, 0
814, 814
815, 815
816, 816
817, 0
818, 0
819, 0
820, 820
821, 0
822, 0
823, 0
824, 824
825, 0
826, 0
827, 0
828, 0
829, 1658
830, 0
831, 1662
832, 2496
833, 833
834, 0
835, 0
836, 836
837, 0
838, 0
839, 0
840, 1680
841, 0
842, 0
843, 0
844, 844
845, 0
846, 846
847, 0
848, 0
849, 0
850, 850
851, 0
852, 0
853, 853
854, 0
